row_number,level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
198,1,193,2010,Sub-Saharan Africa,South Africa, 100,< 1.0,81.2,< 1.0, 1.1,< 1.0, 1.7,< 1.0,14.9
199,1,194,2010,Asia-Pacific,South Korea, 100,22.9,29.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,46.4
200,1,195,2010,Europe,Spain, 100,< 1.0,78.6,< 1.0,< 1.0,< 1.0, 2.1,< 1.0,19.0
201,1,196,2010,Asia-Pacific,Sri Lanka, 100,69.3, 7.3,< 1.0,13.6,< 1.0, 9.8,< 1.0,< 1.0
202,1,197,2010,Middle East-North Africa,Sudan, 100,< 1.0, 5.4, 2.8,< 1.0,< 1.0,90.7,< 1.0, 1.0
203,1,198,2010,Latin America-Caribbean,Suriname, 100,< 1.0,51.6, 5.3,19.8,< 1.0,15.2, 1.8, 5.4
204,1,199,2010,Sub-Saharan Africa,Swaziland, 100,< 1.0,88.1, 1.0,< 1.0,< 1.0,< 1.0,< 1.0,10.1
205,1,200,2010,Europe,Sweden, 100,< 1.0,67.2,< 1.0,< 1.0,< 1.0, 4.6,< 1.0,27.0
206,1,201,2010,Europe,Switzerland, 100,< 1.0,72.7,< 1.0,< 1.0,< 1.0, 4.9,< 1.0,20.9
207,1,202,2010,Middle East-North Africa,Syria, 100,< 1.0, 5.2,< 1.0,< 1.0,< 1.0,92.8,< 1.0, 2.0
208,1,203,2010,Asia-Pacific,Taiwan, 100,21.3, 5.5,44.2,< 1.0,< 1.0,< 1.0,16.2,12.7
209,1,204,2010,Asia-Pacific,Tajikistan, 100,< 1.0, 1.6,< 1.0,< 1.0,< 1.0,96.7,< 1.0, 1.5
210,1,205,2010,Sub-Saharan Africa,Tanzania, 100,< 1.0,61.4, 1.8,< 1.0,< 1.0,35.2,< 1.0, 1.4
211,1,206,2010,Asia-Pacific,Thailand, 100,93.2,< 1.0,< 1.0,< 1.0,< 1.0, 5.5,< 1.0,< 1.0
212,1,207,2010,Asia-Pacific,Timor-Leste, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
213,1,208,2010,Sub-Saharan Africa,Togo, 100,< 1.0,43.7,35.6,< 1.0,< 1.0,14.0,< 1.0, 6.2
214,1,209,2010,Asia-Pacific,Tokelau, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
215,1,210,2010,Asia-Pacific,Tonga, 100,< 1.0,98.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
216,1,211,2010,Latin America-Caribbean,Trinidad and Tobago, 100,< 1.0,65.9, 1.9,22.7,< 1.0, 5.9, 1.4, 1.9
217,1,212,2010,Middle East-North Africa,Tunisia, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
218,1,213,2010,Asia-Pacific,Turkey, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.0,< 1.0, 1.2
219,1,214,2010,Asia-Pacific,Turkmenistan, 100,< 1.0, 6.4,< 1.0,< 1.0,< 1.0,93.0,< 1.0,< 1.0
220,1,215,2010,Latin America-Caribbean,Turks and Caicos Islands, 100,< 1.0,92.1, 2.7,< 1.0,< 1.0,< 1.0,< 1.0, 4.6
221,1,216,2010,Asia-Pacific,Tuvalu, 100,< 1.0,96.7,< 1.0,< 1.0,< 1.0,< 1.0, 1.9, 1.3
222,1,217,2010,Sub-Saharan Africa,Uganda, 100,< 1.0,86.7,< 1.0,< 1.0,< 1.0,11.5,< 1.0,< 1.0
223,1,218,2010,Europe,Ukraine, 100,< 1.0,83.8,< 1.0,< 1.0,< 1.0, 1.2,< 1.0,14.7
224,1,219,2010,Middle East-North Africa,United Arab Emirates, 100, 2.0,12.6,< 1.0, 6.6,< 1.0,76.9,< 1.0, 1.1
225,1,220,2010,Europe,United Kingdom, 100,< 1.0,64.3,< 1.0, 1.4,< 1.0, 4.8,< 1.0,27.8
226,1,221,2010,North America,United States, 100, 1.2,78.3,< 1.0,< 1.0, 1.8,< 1.0,< 1.0,16.4
227,1,222,2010,Latin America-Caribbean,U.S. Virgin Islands, 100,< 1.0,94.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.7
228,1,223,2010,Latin America-Caribbean,Uruguay, 100,< 1.0,57.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,40.7
229,1,224,2010,Asia-Pacific,Uzbekistan, 100,< 1.0, 2.3,< 1.0,< 1.0,< 1.0,96.7,< 1.0,< 1.0
230,1,225,2010,Asia-Pacific,Vanuatu, 100,< 1.0,93.3, 4.1,< 1.0,< 1.0,< 1.0, 1.4, 1.2
231,1,226,2010,Latin America-Caribbean,Venezuela, 100,< 1.0,89.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,10.0
232,1,227,2010,Asia-Pacific,Vietnam, 100,16.4, 8.2,45.3,< 1.0,< 1.0,< 1.0,< 1.0,29.6
233,1,228,2010,Asia-Pacific,Wallis and Futuna, 100,< 1.0,97.4, 1.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
234,1,229,2010,Middle East-North Africa,Western Sahara, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
235,1,230,2010,Middle East-North Africa,Yemen, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
236,1,231,2010,Sub-Saharan Africa,Zambia, 100,< 1.0,97.6,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
237,1,232,2010,Sub-Saharan Africa,Zimbabwe, 100,< 1.0,87.0, 3.8,< 1.0,< 1.0,< 1.0,< 1.0, 7.9
238,1,237,2010,Sub-Saharan Africa,South Sudan, 100,< 1.0,60.5,32.9,< 1.0,< 1.0, 6.2,< 1.0,< 1.0
239,1,238,2010,Latin America-Caribbean,Curacao, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
240,1,239,2010,Latin America-Caribbean,Sint Maarten, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
241,1,240,2010,Latin America-Caribbean,Caribbean Netherlands, 100,< 1.0,93.9, 1.2,< 1.0,< 1.0,< 1.0,< 1.0, 3.3
242,3,10000,2020, World, All Countries,****, 6.6,31.1, 5.6,15.2,< 1.0,24.9,< 1.0,15.6
243,2,1001,2020,North America, All Countries, 100, 1.2,74.6,< 1.0,< 1.0, 1.6, 1.3,< 1.0,19.2
244,2,1002,2020,Latin America-Caribbean, All Countries, 100,< 1.0,89.7, 1.8,< 1.0,< 1.0,< 1.0,< 1.0, 8.0
245,2,1003,2020,Europe, All Countries, 100,< 1.0,72.2,< 1.0,< 1.0,< 1.0, 6.8,< 1.0,20.0
246,2,1004,2020,Middle East-North Africa, All Countries, 100,< 1.0, 3.6,< 1.0,< 1.0, 1.6,93.1,< 1.0,< 1.0
247,2,1005,2020,Sub-Saharan Africa, All Countries, 100,< 1.0,62.0, 3.2,< 1.0,< 1.0,31.4,< 1.0, 3.0
248,2,1006,2020,Asia-Pacific, All Countries, 100,11.3, 7.2, 8.6,26.0,< 1.0,25.7, 1.2,20.0
249,1,1,2020,Asia-Pacific,Afghanistan, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
250,1,2,2020,Europe,Albania, 100,< 1.0,16.7,< 1.0,< 1.0,< 1.0,82.1,< 1.0,< 1.0
251,1,3,2020,Middle East-North Africa,Algeria, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,97.9,< 1.0, 1.8
252,1,4,2020,Asia-Pacific,American Samoa, 100,< 1.0,98.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
253,1,5,2020,Europe,Andorra, 100,< 1.0,89.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 8.8
254,1,6,2020,Sub-Saharan Africa,Angola, 100,< 1.0,90.5, 4.2,< 1.0,< 1.0,< 1.0,< 1.0, 5.2
255,1,7,2020,Latin America-Caribbean,Anguilla, 100,< 1.0,90.6, 2.9,< 1.0,< 1.0,< 1.0, 1.6, 4.0
256,1,8,2020,Latin America-Caribbean,Antigua and Barbuda, 100,< 1.0,93.0, 3.6,< 1.0,< 1.0,< 1.0,< 1.0, 1.7
257,1,9,2020,Latin America-Caribbean,Argentina, 100,< 1.0,85.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,12.1
258,1,10,2020,Asia-Pacific,Armenia, 100,< 1.0,98.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.3
259,1,11,2020,Latin America-Caribbean,Aruba, 100,< 1.0,91.6, 1.3,< 1.0,< 1.0,< 1.0,< 1.0, 6.2
260,1,12,2020,Asia-Pacific,Australia, 100, 2.9,61.7,< 1.0, 1.7,< 1.0, 3.0,< 1.0,28.6
261,1,13,2020,Europe,Austria, 100,< 1.0,78.4,< 1.0,< 1.0,< 1.0, 6.2,< 1.0,14.5
262,1,14,2020,Asia-Pacific,Azerbaijan, 100,< 1.0, 2.6,< 1.0,< 1.0,< 1.0,97.3,< 1.0,< 1.0
263,1,15,2020,Latin America-Caribbean,Bahamas, 100,< 1.0,96.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.0
264,1,16,2020,Middle East-North Africa,Bahrain, 100, 3.1,14.1,< 1.0,10.2,< 1.0,69.7,< 1.0, 2.0
265,1,17,2020,Asia-Pacific,Bangladesh, 100,< 1.0,< 1.0,< 1.0, 8.2,< 1.0,90.8,< 1.0,< 1.0
266,1,18,2020,Latin America-Caribbean,Barbados, 100,< 1.0,95.2,< 1.0,< 1.0,< 1.0,< 1.0, 1.4, 1.9
267,1,19,2020,Europe,Belarus, 100,< 1.0,70.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,28.6
268,1,20,2020,Europe,Belgium, 100,< 1.0,60.5,< 1.0,< 1.0,< 1.0, 7.5,< 1.0,31.0
269,1,21,2020,Latin America-Caribbean,Belize, 100,< 1.0,87.6, 1.5,< 1.0, 1.1,< 1.0,< 1.0, 9.0
270,1,22,2020,Sub-Saharan Africa,Benin, 100,< 1.0,52.2,17.9,< 1.0,< 1.0,24.6,< 1.0, 5.2
271,1,23,2020,North America,Bermuda, 100,< 1.0,75.0, 3.0,< 1.0,< 1.0, 1.1,< 1.0,19.4
272,1,24,2020,Asia-Pacific,Bhutan, 100,74.7,< 1.0, 1.9,22.5,< 1.0,< 1.0,< 1.0,< 1.0
273,1,25,2020,Latin America-Caribbean,Bolivia, 100,< 1.0,94.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 4.1
274,1,26,2020,Europe,Bosnia-Herzegovina, 100,< 1.0,51.1,< 1.0,< 1.0,< 1.0,46.5,< 1.0, 2.4
275,1,27,2020,Sub-Saharan Africa,Botswana, 100,< 1.0,76.4, 4.4,< 1.0,< 1.0,< 1.0,< 1.0,17.5
276,1,28,2020,Latin America-Caribbean,Brazil, 100,< 1.0,88.1, 3.2,< 1.0,< 1.0,< 1.0,< 1.0, 8.4
277,1,29,2020,Latin America-Caribbean,British Virgin Islands, 100,< 1.0,84.5, 8.4, 1.2,< 1.0, 1.2,< 1.0, 3.9
278,1,30,2020,Asia-Pacific,Brunei, 100, 8.6, 9.4, 6.2,< 1.0,< 1.0,75.1,< 1.0,< 1.0
279,1,31,2020,Europe,Bulgaria, 100,< 1.0,81.0,< 1.0,< 1.0,< 1.0,14.2,< 1.0, 4.7
280,1,32,2020,Sub-Saharan Africa,Burkina Faso, 100,< 1.0,21.7,15.1,< 1.0,< 1.0,62.7,< 1.0,< 1.0
281,1,33,2020,Sub-Saharan Africa,Burundi, 100,< 1.0,91.0, 6.0,< 1.0,< 1.0, 2.9,< 1.0,< 1.0
282,1,34,2020,Asia-Pacific,Cambodia, 100,96.8,< 1.0,< 1.0,< 1.0,< 1.0, 2.0,< 1.0,< 1.0
283,1,35,2020,Sub-Saharan Africa,Cameroon, 100,< 1.0,69.6, 3.2,< 1.0,< 1.0,19.3, 2.7, 5.2
284,1,36,2020,North America,Canada, 100, 1.0,66.4, 1.2, 1.7, 1.1, 2.8, 1.2,24.5
285,1,37,2020,Sub-Saharan Africa,Cape Verde, 100,< 1.0,89.3, 1.4,< 1.0,< 1.0,< 1.0,< 1.0, 9.0
286,1,38,2020,Latin America-Caribbean,Cayman Islands, 100,< 1.0,83.5, 4.5,< 1.0,< 1.0,< 1.0,< 1.0, 9.4
287,1,39,2020,Sub-Saharan Africa,Central African Republic, 100,< 1.0,89.0, 1.0,< 1.0,< 1.0, 9.0,< 1.0,< 1.0
288,1,40,2020,Sub-Saharan Africa,Chad, 100,< 1.0,41.1, 1.3,< 1.0,< 1.0,55.1,< 1.0, 2.4
289,1,41,2020,Europe,Channel Islands, 100,< 1.0,85.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,14.2
290,1,42,2020,Latin America-Caribbean,Chile, 100,< 1.0,88.3, 1.5,< 1.0,< 1.0,< 1.0,< 1.0, 9.7
291,1,43,2020,Asia-Pacific,China, 100,18.3, 5.2,21.9,< 1.0,< 1.0, 2.0,< 1.0,51.8
292,1,44,2020,Latin America-Caribbean,Colombia, 100,< 1.0,92.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 6.7
293,1,45,2020,Sub-Saharan Africa,Comoros, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.3,< 1.0,< 1.0
294,1,46,2020,Sub-Saharan Africa,Republic of the Congo, 100,< 1.0,87.1, 2.7,< 1.0,< 1.0, 1.2, 1.0, 8.0
295,1,47,2020,Sub-Saharan Africa,Democratic Republic of the Congo, 100,< 1.0,95.8,< 1.0,< 1.0,< 1.0, 1.5,< 1.0, 1.7
296,1,48,2020,Asia-Pacific,Cook Islands, 100,< 1.0,96.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.2
297,1,49,2020,Latin America-Caribbean,Costa Rica, 100,< 1.0,90.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 8.0
298,1,50,2020,Sub-Saharan Africa,Ivory Coast, 100,< 1.0,44.0,10.5,< 1.0,< 1.0,37.2,< 1.0, 8.1
299,1,51,2020,Europe,Croatia, 100,< 1.0,93.3,< 1.0,< 1.0,< 1.0, 1.6,< 1.0, 5.1
300,1,52,2020,Latin America-Caribbean,Cuba, 100,< 1.0,58.9,17.6,< 1.0,< 1.0,< 1.0,< 1.0,23.2
301,1,53,2020,Asia-Pacific,Cyprus, 100,< 1.0,72.3,< 1.0,< 1.0,< 1.0,25.0,< 1.0, 1.9
302,1,54,2020,Europe,Czech Republic, 100,< 1.0,20.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,78.4
303,1,55,2020,Europe,Denmark, 100,< 1.0,81.9,< 1.0,< 1.0,< 1.0, 5.1,< 1.0,12.0
304,1,56,2020,Sub-Saharan Africa,Djibouti, 100,< 1.0, 2.3,< 1.0,< 1.0,< 1.0,96.9,< 1.0,< 1.0
305,1,57,2020,Latin America-Caribbean,Dominica, 100,< 1.0,94.4, 3.0,< 1.0,< 1.0,< 1.0, 1.7,< 1.0
306,1,58,2020,Latin America-Caribbean,Dominican Republic, 100,< 1.0,88.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,10.9
307,1,59,2020,Latin America-Caribbean,Ecuador, 100,< 1.0,94.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 5.6
308,1,60,2020,Middle East-North Africa,Egypt, 100,< 1.0, 4.7,< 1.0,< 1.0,< 1.0,95.3,< 1.0,< 1.0
309,1,61,2020,Latin America-Caribbean,El Salvador, 100,< 1.0,88.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,11.2
310,1,62,2020,Sub-Saharan Africa,Equatorial Guinea, 100,< 1.0,88.7, 1.7,< 1.0,< 1.0, 4.0,< 1.0, 5.0
311,1,63,2020,Sub-Saharan Africa,Eritrea, 100,< 1.0,62.9,< 1.0,< 1.0,< 1.0,36.6,< 1.0,< 1.0
312,1,64,2020,Europe,Estonia, 100,< 1.0,39.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,60.2
313,1,65,2020,Sub-Saharan Africa,Ethiopia, 100,< 1.0,61.9, 2.1,< 1.0,< 1.0,35.9,< 1.0,< 1.0
314,1,66,2020,Europe,Faeroe Islands, 100,< 1.0,98.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.7
315,1,67,2020,Latin America-Caribbean,Falkland Islands (Malvinas), 100,< 1.0,67.2,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,31.5
316,1,68,2020,Asia-Pacific,Fiji, 100,< 1.0,64.4,< 1.0,27.9,< 1.0, 6.3,< 1.0,< 1.0
317,1,69,2020,Europe,Finland, 100,< 1.0,77.7,< 1.0,< 1.0,< 1.0, 1.3,< 1.0,20.8
318,1,70,2020,Europe,France, 100,< 1.0,58.1,< 1.0,< 1.0,< 1.0, 8.3,< 1.0,31.9
319,1,71,2020,Latin America-Caribbean,French Guiana, 100,< 1.0,84.0, 8.6, 1.4,< 1.0, 1.3,< 1.0, 3.9
320,1,72,2020,Asia-Pacific,French Polynesia, 100,< 1.0,94.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 4.9
321,1,73,2020,Sub-Saharan Africa,Gabon, 100,< 1.0,75.6, 5.7,< 1.0,< 1.0,12.2,< 1.0, 5.7
322,1,74,2020,Sub-Saharan Africa,Gambia, 100,< 1.0, 4.2,< 1.0,< 1.0,< 1.0,95.3,< 1.0,< 1.0
323,1,75,2020,Europe,Georgia, 100,< 1.0,87.6,< 1.0,< 1.0,< 1.0,11.6,< 1.0,< 1.0
324,1,76,2020,Europe,Germany, 100,< 1.0,66.0,< 1.0,< 1.0,< 1.0, 6.9,< 1.0,26.3
325,1,77,2020,Sub-Saharan Africa,Ghana, 100,< 1.0,73.6, 4.9,< 1.0,< 1.0,17.5,< 1.0, 3.8
326,1,78,2020,Europe,Gibraltar, 100,< 1.0,88.8,< 1.0, 1.8, 2.1, 4.0,< 1.0, 2.9
327,1,79,2020,Europe,Greece, 100,< 1.0,87.6,< 1.0,< 1.0,< 1.0, 5.9,< 1.0, 6.1
328,1,80,2020,North America,Greenland, 100,< 1.0,96.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
329,1,81,2020,Latin America-Caribbean,Grenada, 100,< 1.0,96.6, 1.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
330,1,82,2020,Latin America-Caribbean,Guadeloupe, 100,< 1.0,95.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
331,1,83,2020,Asia-Pacific,Guam, 100, 1.1,94.2, 1.5,< 1.0,< 1.0,< 1.0, 1.6, 1.7
332,1,84,2020,Latin America-Caribbean,Guatemala, 100,< 1.0,95.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.9
333,1,85,2020,Sub-Saharan Africa,Guinea, 100,< 1.0,10.8, 2.7,< 1.0,< 1.0,84.6,< 1.0, 1.8
334,1,86,2020,Sub-Saharan Africa,Guinea-Bissau, 100,< 1.0,18.9,30.6,< 1.0,< 1.0,46.1,< 1.0, 4.4
335,1,87,2020,Latin America-Caribbean,Guyana, 100,< 1.0,67.9,< 1.0,23.3,< 1.0, 6.1,< 1.0, 2.0
336,1,88,2020,Latin America-Caribbean,Haiti, 100,< 1.0,87.0, 2.1,< 1.0,< 1.0,< 1.0,< 1.0,10.7
337,1,89,2020,Europe,Vatican City, 100,< 1.0,>99.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
338,1,90,2020,Latin America-Caribbean,Honduras, 100,< 1.0,87.5, 1.1,< 1.0,< 1.0,< 1.0,< 1.0,10.5
339,1,91,2020,Asia-Pacific,Hong Kong, 100,13.3,14.9,13.0,< 1.0,< 1.0, 2.1, 1.5,54.7
340,1,92,2020,Europe,Hungary, 100,< 1.0,79.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,20.3
341,1,93,2020,Europe,Iceland, 100,< 1.0,94.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 3.9
342,1,94,2020,Asia-Pacific,India, 100,< 1.0, 2.4,< 1.0,78.9,< 1.0,15.4, 2.1,< 1.0
343,1,95,2020,Asia-Pacific,Indonesia, 100,< 1.0,10.2,< 1.0, 1.6,< 1.0,87.0,< 1.0,< 1.0
344,1,96,2020,Asia-Pacific,Iran, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
345,1,97,2020,Middle East-North Africa,Iraq, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
346,1,98,2020,Europe,Ireland, 100,< 1.0,89.7,< 1.0,< 1.0,< 1.0, 1.5,< 1.0, 7.9
347,1,99,2020,Europe,Isle of Man, 100,< 1.0,84.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,15.4
348,1,100,2020,Middle East-North Africa,Israel, 100,< 1.0, 2.0,< 1.0,< 1.0,74.0,20.1,< 1.0, 3.2
349,1,101,2020,Europe,Italy, 100,< 1.0,80.8,< 1.0,< 1.0,< 1.0, 4.9,< 1.0,13.4
350,1,102,2020,Latin America-Caribbean,Jamaica, 100,< 1.0,77.3, 4.6,< 1.0,< 1.0,< 1.0,< 1.0,17.0
351,1,103,2020,Asia-Pacific,Japan, 100,33.2, 1.8,< 1.0,< 1.0,< 1.0,< 1.0, 4.5,60.0
352,1,104,2020,Middle East-North Africa,Jordan, 100,< 1.0, 2.1,< 1.0,< 1.0,< 1.0,97.1,< 1.0,< 1.0
353,1,105,2020,Asia-Pacific,Kazakhstan, 100,< 1.0,23.1,< 1.0,< 1.0,< 1.0,72.0,< 1.0, 4.0
354,1,106,2020,Sub-Saharan Africa,Kenya, 100,< 1.0,84.5, 1.5,< 1.0,< 1.0,10.5, 1.1, 2.3
355,1,107,2020,Asia-Pacific,Kiribati, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.2,< 1.0
356,1,108,2020,Europe,Kosovo, 100,< 1.0, 5.6,< 1.0,< 1.0,< 1.0,94.3,< 1.0,< 1.0
357,1,109,2020,Middle East-North Africa,Kuwait, 100, 5.4,13.6,< 1.0, 9.9,< 1.0,70.7,< 1.0,< 1.0
358,1,110,2020,Asia-Pacific,Kyrgyzstan, 100,< 1.0,10.0,< 1.0,< 1.0,< 1.0,89.4,< 1.0,< 1.0
359,1,111,2020,Asia-Pacific,Laos, 100,64.0, 1.5,32.8,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
360,1,112,2020,Europe,Latvia, 100,< 1.0,54.3,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,45.3
361,1,113,2020,Middle East-North Africa,Lebanon, 100,< 1.0,38.4,< 1.0,< 1.0,< 1.0,61.2,< 1.0,< 1.0
362,1,114,2020,Sub-Saharan Africa,Lesotho, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.8
363,1,115,2020,Sub-Saharan Africa,Liberia, 100,< 1.0,86.2,< 1.0,< 1.0,< 1.0,11.7,< 1.0, 1.4
364,1,116,2020,Middle East-North Africa,Libya, 100,< 1.0, 2.7,< 1.0,< 1.0,< 1.0,96.6,< 1.0,< 1.0
365,1,117,2020,Europe,Liechtenstein, 100,< 1.0,91.9,< 1.0,< 1.0,< 1.0, 5.0,< 1.0, 2.9
366,1,118,2020,Europe,Lithuania, 100,< 1.0,89.9,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 9.8
367,1,119,2020,Europe,Luxembourg, 100,< 1.0,70.6,< 1.0,< 1.0,< 1.0, 2.3,< 1.0,26.7
368,1,120,2020,Asia-Pacific,Macau, 100,17.3, 7.2,58.9,< 1.0,< 1.0,< 1.0,< 1.0,15.4
369,1,121,2020,Europe,Republic of Macedonia, 100,< 1.0,55.1,< 1.0,< 1.0,< 1.0,43.6,< 1.0, 1.3
370,1,122,2020,Sub-Saharan Africa,Madagascar, 100,< 1.0,84.7, 4.7,< 1.0,< 1.0, 3.1,< 1.0, 7.3
371,1,123,2020,Sub-Saharan Africa,Malawi, 100,< 1.0,83.4, 1.7,< 1.0,< 1.0,12.8,< 1.0, 2.0
372,1,124,2020,Asia-Pacific,Malaysia, 100,15.7, 9.4, 2.2, 5.8,< 1.0,66.1,< 1.0,< 1.0
373,1,125,2020,Asia-Pacific,Maldives, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.4,< 1.0,< 1.0
374,1,126,2020,Sub-Saharan Africa,Mali, 100,< 1.0, 2.4, 2.5,< 1.0,< 1.0,94.6,< 1.0,< 1.0
375,1,127,2020,Europe,Malta, 100,< 1.0,97.0,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.5
376,1,128,2020,Asia-Pacific,Marshall Islands, 100,< 1.0,97.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.5
377,1,129,2020,Latin America-Caribbean,Martinique, 100,< 1.0,96.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 2.3
378,1,130,2020,Sub-Saharan Africa,Mauritania, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
379,1,131,2020,Sub-Saharan Africa,Mauritius, 100,< 1.0,32.8,< 1.0,48.4,< 1.0,17.4,< 1.0,< 1.0
380,1,132,2020,Sub-Saharan Africa,Mayotte, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,98.6,< 1.0,< 1.0
381,1,133,2020,Latin America-Caribbean,Mexico, 100,< 1.0,94.1,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 5.7
382,1,134,2020,Asia-Pacific,Federated States of Micronesia, 100,< 1.0,95.3, 2.7,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0
383,1,135,2020,Europe,Moldova, 100,< 1.0,97.4,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.3
384,1,136,2020,Europe,Monaco, 100,< 1.0,86.0,< 1.0,< 1.0, 1.7,< 1.0,< 1.0,11.7
385,1,137,2020,Asia-Pacific,Mongolia, 100,54.4, 2.3, 3.4,< 1.0,< 1.0, 3.4,< 1.0,36.5
386,1,138,2020,Europe,Montenegro, 100,< 1.0,76.6,< 1.0,< 1.0,< 1.0,20.3,< 1.0, 3.1
387,1,139,2020,Latin America-Caribbean,Montserrat, 100,< 1.0,93.5,< 1.0,< 1.0,< 1.0,< 1.0, 1.5, 4.8
388,1,140,2020,Middle East-North Africa,Morocco, 100,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0,>99.0,< 1.0,< 1.0
389,1,141,2020,Sub-Saharan Africa,Mozambique, 100,< 1.0,57.8, 7.6,< 1.0,< 1.0,17.2,< 1.0,17.3
390,1,142,2020,Asia-Pacific,Burma (Myanmar), 100,79.8, 7.8, 5.8, 1.7,< 1.0, 4.2,< 1.0,< 1.0
391,1,143,2020,Sub-Saharan Africa,Namibia, 100,< 1.0,97.5,< 1.0,< 1.0,< 1.0,< 1.0,< 1.0, 1.9
392,1,144,2020,Asia-Pacific,Nauru, 100, 1.1,79.0, 8.1,< 1.0,< 1.0,< 1.0, 7.4, 4.5
393,1,145,2020,Asia-Pacific,Nepal, 100,10.0,< 1.0, 3.6,80.6,< 1.0, 5.0,< 1.0,< 1.0
394,1,146,2020,Europe,Netherlands, 100,< 1.0,47.3,< 1.0,< 1.0,< 1.0, 6.9,< 1.0,44.3
